"53.390","-","MA","Braintree","","AE1TH","71.9","",,"Norfolk","","","","2015/06/24",
"53.410","-","CT","Montville","","K1IKE","156.7","",,"New London","","","","2014/05/30",
"53.410","-","NH","Brookline","","N1IMO","88.5","",,"Hillsborough","","336966","N1IMO Net","2016/03/01",
"53.430","-","MA","Uxbridge","","KB1MH","118.8","",,"Worcester","","","","2013/12/09",
"53.450","-","CT","Vernon","","W1HDN","82.5","",,"Tolland","","","224.120 (Vernon, CT),[W1HDN West Net]","2008/02/02",
"53.470","-","CT","Rocky Hill","","KB1CDI","88.5","",,"Hartford","","","224.780 (Rocky Hill, CT)","2013/07/09",
"53.550","-","ME","Washington","","KC1CG","91.5","",,"Knox","","","","2007/12/30",
"53.550","-","RI","Scituate","","KB1NZZ","203.5","","OFF","Providence","","","","2018/04/21",
"53.650","-","NH","Windham","","N1WPN","71.9","","OFF","Rockingham","","","","2015/12/16",
"53.670","-","MA","Oakham","","KA1OXQ","123.0","",,"Worcester","","","","2011/04/15",
"53.730","-","NH","Keene","","WA1ZYX","141.3","",,"Cheshire","","","","2007/11/04",
"53.750","-","CT","Hamden","","WA1HRC","110.9","",,"New Haven","","","","2019/09/26",
"53.770","-","NH","Gilford","","W1JY","71.9","100.0",,"Belknap","","","","2015/05/01",
"53.810","-","MA","Marlborough","","W1BRI","71.9","","OFF","Middlesex","","","[MMRA Net],[MMRA2 Net]","2019/11/26",
"53.830","-","MA","Fitchburg","","WB1EWS","71.9","",,"Worcester","","","442.950 (Fitchburg, MA)","2014/05/11",
"53.850","-","MA","Danvers","","N1UEC","71.9","",,"Essex","","","","2014/05/11",
"53.870","-","RI","Greenville","","N1MIX","85.4","",,"Providence","","","N1MIX Net,RX Only","2014/03/14",
"53.870","-","VT","Williamstown","","N1IOE","100.0","",,"Orange","","","","2009/09/26",
"53.890","-","MA","Pepperell","","N1MNX","100.0","",,"Middlesex","","","","2014/11/07",
"53.970","-","CT","Warren","","KB1ABC","110.9","",,"Litchfield","","","NA1RA Net","2015/12/23",
"145.110","-","CT","Vernon","","W1BRS","77.0","",,"Tolland","","","","2007/11/04",
"145.110","-","MA","Concord","","N1CON","110.9","123.0",,"Middlesex","","","","2012/09/12",
"145.110","-","MA","New Bedford","","W1RJC","67.0","","Local","Bristol","4245","4245","","2019/10/10",
"145.110","-","ME","Shapleigh","DMR    ","K1DQ","CC4","",,"York","","","DMR-MARC New England Net","2015/10/10",
"145.130","-","MA","Deerfield","","AB1RS","","173.8",,"Franklin","","","","2014/04/13",
"145.130","-","MA","Gloucester","","W1GLO","107.2","",,"Essex","","480139","","2013/05/30",
"145.130","-","RI","West Warwick","","W1RI","77.0","",,"Kent","","","Quahog Net,AllStar Node 50532","2020/03/05",
"145.130","-","VT","Norwich","","N1CIV","100.0","",,"Windsor","","","","2013/09/16",
"145.140","-","CT","Bristol","D-STAR    ","W1IXU","C","",,"Hartford","","","147.030 (Hauppauge, NY)","2014/04/30",
"145.140","*","MA","Holliston","DMR    ","W1DSR","CC1","",,"Middlesex","","","*Input: 147.975 (+2.835 MHz), DMR-MARC Net","2020/04/19",
"145.140","-","ME","New Sharon","DMR    ","W1BHR","CC11","",,"Franklin","","","DMR-MARC New England Net","2015/11/26",
"145.150","-","MA","Fall River","","WA1DGW","123.0","",,"Bristol","","668385","","2016/11/01",
"145.150","-","MA","Feeding Hills","D-STAR    ","W1KK","C","",,"Hampden","","","","2015/10/11",
"145.150","-","NH","Kensington","","W1WQM","127.3","",,"Rockingham","","","","2015/11/30",
"145.150","-","VT","Bolton","","WB1GQR","100.0","",,"Chittenden","7230","97406","445.025 (Bolton, VT)","2008/02/02",
"145.160","-","MA","Brookline","D-STAR    ","K1MRA","C","",,"Norfolk","","","D-STAR REF050 C","2014/12/23",
"145.170","-","CT","Southington","","W1ECV","77.0","",,"Hartford","","","","2007/11/04",
"145.170","-","ME","Augusta","DMR    ","KQ1L","CC12","",,"Kennebec","","","DMR-MARC New England Net","2015/11/02",
"145.170","-","ME","Calais","","W1LH","","",,"Washington","","","","2016/10/13",
"145.170","-","ME","Island Falls","","KB1JVP","123.0","",,"Aroostook","","","","2016/03/28",
"145.170","-","NH","Bow","DMR    ","K1OX","CC8","",,"Merrimack","","","DMR-MARC New England Net","2015/10/10",
"145.170","-","RI","Cumberland","","NB1RI","67.0","67.0*",,"Providence","","","NB1RI Net","2020/01/10",
"145.180","-","MA","Chelmsford","DMR    ","N1IW","CC2","",,"Middlesex","","","DMR-MARC New England Net","2015/10/10",
"145.180","-","MA","Edgartown","DMR    ","KB1IHU","CC10","",,"Dukes","","","DMR-MARC New England Net","2018/12/08",
"145.180","-","MA","Northampton","DMR    ","KA1QFE","CC1","",,"Hampshire","","","DMR-MARC New England Net","2015/10/10",
"145.180","-","NH","Madbury","DMR    ","W1WNS","CC5","",,"Strafford","","","DMR-MARC New England Net","2015/10/10",
"145.180","-","NH","Sanbornton","DMR    ","K1JC","CC6","",,"Belknap","","","DMR-MARC New England Net","2015/10/10",
"145.190","-","CT","Ansonia","","WK1M","77.0","",,"New Haven","","","","2011/05/07",
"145.190","-","CT","Rocky Hill","","N1OTW","71.9","71.9*",,"Hartford","","","N1OTW Net,RB:6m","2012/09/12",
"145.190","-","ME","Topsham","DMR    ","N1IPA","CC13","","Local","Sagadahoc","","","DMR-MARC New England Net","2015/10/10",
"145.190","-","NH","Chester","DMR    ","K1OX","CC9","",,"Rockingham","","","DMR-MARC New England Net","2015/10/10",
"145.190","-","RI","West Greenwich","","NB1RI","67.0","67.0*","Local","Kent","","","","2020/01/10",
"145.200","-","MA","Bourne","DMR    ","K1RK","CC10","",,"Barnstable","","","DMR-MARC New England Net","2017/04/07",
"145.200","-","NH","Goffstown","DMR    ","NN1PA","CC2","",,"Hillsborough","","","Brandmeister DMR Net","2020/04/19",
"145.210","-","MA","Boston","","KB1BEM"," ","","Local","Suffolk","","638763","","2013/06/26",
"145.210","-","MA","Falmouth","D-STAR    ","KB1ZEG","C","",,"Barnstable","","","D-STAR REF050 C","2020/03/06",
"145.210","-","ME","Sanford","","N1KMA","156.7","",,"York","","","","2015/09/19",
"145.210","-","RI","Coventry","YSF/FM ","N1JL","192.8","",,"Kent","","","","2020/01/05",
"145.220","-","ME","Corinna","DMR    ","KB1UAS","CC12","",,"Penobscot","","","DMR-MARC New England Net","2015/12/30",
"145.220","-","NH","Goffstown","DMR    ","W1RCF","CC11","",,"Hillsborough","","","DMR-MARC New England Net","2016/05/07",
"145.230","-","CT","East Hartland","","K1YON"," ","",,"Hartford",,"","","",
"145.230","-","CT","Newtown","","WA1SOV"," ","",,"Fairfield","","67015","","2014/03/13",
"145.230","-","MA","Boston","","W1BOS","88.5","100.0",,"Suffolk","","","","2017/03/04",
"145.230","-","NH","Ossipee","DMR    ","N1RHN","CC1","","Local","Carroll","","","CT ARES DMR Net","2016/03/29",
"145.230","-","VT","Saint Albans","","N1STA","100.0","",,"Franklin","","","","2007/11/04",
"145.240","-","ME","Sidney","DMR    ","KQ1L","CC12","",,"Kennebec","","","DMR-MARC New England Net","2018/02/19",
"145.240","-","NH","Rochester","DMR    ","K1LTM","CC3","",,"Strafford","","","DMR-MARC New England Net","2017/08/20",
"145.250","-","MA","Egremont","","WB2BQW","114.8","","OFF","Berkshire","3390","14070","WB2BQW Net","2014/10/28",
"145.250","-","MA","Norwell","D-STAR/FM ","KB1YAC/ AC1M","C/77.0","77.0",,"Plymouth","","","","2016/01/12",
"145.250","-","ME","South Twin Lake","","KA1EKS","100.0","",,"Penobscot","","","KQ1L Net","2014/02/20",
"145.250","-","NH","Clarksville","DMR    ","W1COS","CC0","",,"Coos","","","DMR-MARC New England Net","2018/12/09",
"145.260","-","CT","Vernon","D-STAR    ","AA1HD","C","",,"Tolland","","","D-STAR REF069 C","2015/01/26",
"145.260","-","NH","Hudson","DMR    ","K1MOT","CC5","",,"Hillsborough","","","DMR-MARC New England Net","2015/10/10",
"145.270","-","CT","Rocky Hill","D-STAR    ","W1VLA","C","","OFF","Hartford","","","","2017/07/23",
"145.270","-","MA","Great Barrington","YSF/FM ","KA1OA","136.5","",,"Berkshire","","","","2017/12/10",
"145.270","-","MA","Harwich","","WA1YFV","67.0","",,"Barnstable","","","","2019/08/15",
"145.270","-","MA","Southborough","DMR    ","AE1C","CC7","",,"Worcester","","","DMR-MARC New England Net","2015/10/10",
"145.270","-","ME","Palermo","","K1XI","100.0","",,"Waldo","","","145.290 (Wales, ME)","2019/07/18",
"145.280","-","MA","West Bridgewater","NXDN    ","WG1U","RAN1","",,"Plymouth","","","NXDN Net,RAN2: Local Only","2015/09/04",
"145.280","-","NH","Wakefield","DMR    ","K1LTM","CC7","",,"Carroll","","","DMR-MARC New England Net","2017/08/20",
"145.290","-","CT","Killingworth","","W1BCG","110.9","100.0*",,"Middlesex","","","","2012/04/28",
"145.290","-","MA","Dartmouth","NXDN    ","NN1D","RAN1","",,"Bristol","","","NXDN Net","2015/07/28",
"145.290","-","MA","Methuen","","N1LHP","123.0","",,"Essex","","","Phantom Net","2018/09/09",
"145.290","-","ME","Wales","","W1PIG","100.0","",,"Androscoggin","","","145.270 (Palermo, ME)","2010/05/31",
"145.300","-","RI","Portsmouth","D-STAR    ","W1AAD","C","",,"Newport","","","[D-STAR REF069 C]","2019/01/04",
"145.310","-","CT","Bristol","","K1DII","110.9","",,"Hartford","","","","2013/06/11",
"145.310","-","MA","Boston","","W1KBN","123.0","",,"Suffolk","","","","2007/12/30",
"145.310","-","MA","Worcester","","W1WPI","100.0","",,"Worcester","","460920","449.025 (Worcester, MA)","2010/07/12",
"145.310","-","ME","Holden","DMR    ","N1ME","CC10","",,"Penobscot","","","DMR-MARC New England Net","2016/07/18",
"145.310","-","NH","Derry","DMR    ","K1QVC","CC1","",,"Rockingham","","","DMR-MARC New England Net","2015/10/10",
"145.320","-","MA","Swansea","NXDN    ","KC1JET","RAN1","",,"Bristol","","","NXDN Net","2013/06/10",
"145.320","-","ME","Buckfield","DMR    ","K1YFY","CC12","",,"Oxford","","","DMR-MARC New England Net","2016/07/20",
"145.320","-","NH","Salem","D-STAR    ","K1HRO","C","","Local","Rockingham","","","","2012/09/06",
"145.330","-","CT","Manchester","","WB1GIC","88.5","",,"Hartford","","718259","","2014/03/16",
"145.330","-","MA","Westford","D-STAR    ","WB1GOF","C","",,"Middlesex","","","","2014/03/11",
"145.330","-","NH","Hanover","","W1FN","100.0","",,"Grafton","","363356","[443.550 (Hanover, NH)]","2009/05/09",
"145.330","-","RI","Bristol","DMR    ","K1CW","CC2","",,"Bristol","","","DMR-MARC New England Net","2016/05/06",
"145.340","-","MA","Gardner","DMR    ","N1WW","CC3","",,"Worcester","","","DMR-MARC New England Net","2017/11/21",
"145.340","-","ME","Falmouth","DMR    ","W1IMD","CC12","",,"Cumberland","","","DMR-MARC New England Net","2015/10/10",
"145.350","-","CT","Wethersfield","","KA1BQO"," ","",,"Hartford",,"","","",
"145.350","-","MA","Haverhill","","KT1S","136.5","",,"Essex",,"","","",
"145.350","-","ME","Lincoln","DMR    ","KC1FRJ","CC12","",,"Penobscot","","","DMR-MARC New England Net","2017/01/16",
"145.350","-","RI","North Providence","","N1BS","67.0","67.0*",,"Providence","","","NB1RI Net","2020/01/12",
"145.360","-","MA","Eastham","DMR    ","W1MLL","CC10","",,"Barnstable","","","DMR-MARC New England Net","2017/12/10",
"145.360","-","NH","Gilford","DMR    ","K1RE","CC3","","OFF","Belknap","","","DMR-MARC New England Net","2018/12/01",
"145.370","-","CT","Torrington","","KB1AEV","151.4","151.4*",,"Litchfield","","","","2018/11/18",
"145.370","-","MA","Gardner","","W1SEX","136.5","136.5*",,"Worcester","8581","","145.450 (Fitchburg, MA)","2017/10/14",
"145.370","-","MA","Marblehead","DMR    ","K1XML","CC0","","Local","Essex","","","DMR-MARC New England Net","2016/02/15",
"145.370","-","ME","Camden","DMR    ","K1XI","CC12","",,"Knox","","","DMR-MARC New England Net","2016/07/20",
"145.370","-","NH","Whitefield","","N1PCE","114.8","",,"Coos","","","449.825 (Lancaster, NH)","2007/12/30",
"145.370","-","RI","North Providence","DMR    ","N1JBC","CC2","",,"Providence","","","DMR-MARC New England Net","2017/11/14",
"145.380","-","MA","Walpole","DMR    ","W1JFR","CC12","",,"Norfolk","","","DMR-MARC New England Net","2016/11/10",
"145.380","-","NH","Madbury","D-STAR    ","N1HIT","C","",,"Strafford","","","","2015/11/30",
"145.390","-","CT","Ledyard ","","W1DX","156.7","","Local","New London","","","224.380 (Ledyard, CT)","2015/11/05",
"145.390","-","MA","Marshfield","P25YSFD-STARNXDNDMR/FM ","W1ATD","NAC293/RAN1/CC9/67.0","",,"Plymouth","","","NXDN Net,Brandmeister DMR Net","2017/12/10",
"145.390","-","ME","Wilton","","W1PIG","100.0","",,"Franklin","","15061","[W1PIG Net]","2014/10/29",
"145.390","-","VT","Mt. Equinox","","WA1ZMS","100.0","",,"Bennington","","","","2007/11/20",
"145.400","-","NH","Kensington","D-STAR    ","KB1TIX","C","",,"Rockingham","","","","2012/09/06",
"145.400","-","RI","Cranston","D-STAR    ","KB1TIA","C","","Local","Providence","","","","2012/09/06",
"145.410","-","CT","Vernon","","W1HDN","141.3","",,"Tolland","","","W1HDN West Net","2013/09/05",
"145.410","-","MA","Harvard","","W1DVC","74.4","",,"Worcester","","","","2007/11/04",
"145.410","-","ME","Alfred","","WJ1L","103.5","",,"York","","","448.725 (Alfred, ME)","2008/02/02",
"145.410","-","VT","Warren","DMR    ","K1VIT","CC1","",,"Addison","","","DMR-MARC Canada Net","2016/02/15",
"145.420","-","MA","Fall River","D-STAR    ","K1RFI","C","",,"Bristol","","","D-STAR REF050 C","2015/12/24",
"145.420","-","ME","Knox","DMR    ","W1EMA","CC12","",,"Waldo","","","DMR-MARC New England Net","2016/02/20",
"145.430","-","CT","Bloomfield","DMR    ","KB1TTN","CC1","",,"Hartford","","","CT ARES DMR Net","2015/10/12",
"145.430","-","MA","Belmont","","KC1CLA","146.2","",,"Middlesex","","","DARI Network,[MMRA Net]","2016/06/20",
"145.430","-","ME","Dresden","DMR    ","N1UGR","CC12","",,"Lincoln","","","DMR-MARC New England Net","2016/03/28",
"145.430","-","NH","Cannon Mtn.","DMR    ","K1EME","CC1","",,"Grafton","","","Brandmeister DMR Net","2017/02/13",
"145.4375","-","MA","Assonet","NXDN    ","N1KIM","RAN1","",,"Bristol","","","NXDN Net","2015/06/20",
"145.440","-","NH","Hampton","D-STAR    ","K1HBR","C","",,"Rockingham","","","D-STAR REF050 C","2014/04/30",
"145.450","-","CT","Newington","","W1AW","127.3","",,"Hartford","","","224.840 (Newington, CT)","2008/02/02",
"145.450","-","MA","Fitchburg","","W1GZ","74.4","",,"Worcester","8433","688832","145.370 (Gardner, MA)","2014/03/13",
"145.450","-","NH","North Conway","","W1MWV","100.0","",,"Carroll","","","","2007/11/19",
"145.450","-","RI","Portsmouth","","W1SYE","100.0","",,"Newport","","","","2007/11/04",
"145.470","-","CT","Ridgefield","","KR1COM","100.0","",,"Fairfield","","","","2007/12/13",
"145.470","-","MA","Danvers","","NS1RA","136.5","",,"Essex","4427","314375","","2014/01/26",
"145.470","-","ME","Orono","","W1YA","","","OFF","Penobscot","","","","2016/07/18",
"145.470","-","VT","Warren","","K1VIT","100.0","77.0",,"Addison","","","W1BD Net","2018/07/07",
"145.480","-","NH","Franklin","D-STAR    ","NE1DS","C","",,"Merrimack","","","","2015/10/29",
"145.490","-","CT","Meriden","D-STAR    ","W1ECV","C","",,"New Haven","","","D-STAR REF069 C","2015/01/26",
"145.490","-","MA","Dartmouth","","W1SMA","67.0","","Limited TX","Bristol","4240","4240","","2019/08/31",
"145.490","-","MA","Ipswich","","W1IEM","131.8","",,"Essex","","","","2016/03/29",
"145.490","-","MA","North Adams","","KC1EB","100.0","",,"Berkshire","","","","2018/07/02",
"145.490","-","ME","Washington","","KC1CG","91.5","",,"Knox","","","147.060 (Washington, ME)","2015/11/14",
"145.550","S","MA","Boston","","WA1MYZ","100.0","",,"Suffolk","","886207","","2014/04/15",
"145.590","S","MA","Acushnet","","W1AFD","67.0","67.0",,"Bristol","4436","4436","","2013/04/23",
"145.600","S","MA","North Attleborough","D-STAR    ","K1WIZ","B","",,"Bristol","","","","2014/05/08",
"145.600","S","VT","West Arlington","","W2FCC","123.0","",,"Bennington","4254","","","2012/02/11",
"145.710","S","CT","Branford","","N1HUI","203.5","203.5",,"New Haven","4590","","","2013/02/08",
"145.710","S","NH","Derry","","KB1XI","100.0","",,"Rockingham","","11248","","2016/10/25",
"145.725","S","MA","Lanesboro","","W1JWC","114.8","",,"Berkshire","","546874","","2014/02/24",
"145.730","S","MA","Palmer","","KA1WVM","100.0","",,"Hampden","","574714","","2014/04/21",
"146.400","S","MA","Boston","","KB1VKI","","",,"Suffolk","","597156","","2014/03/13",
"146.410","*","MA","Freetown","D-STAR    ","KB1WUW","C","",,"Bristol","","","D-STAR REF050 C","2014/04/30",
"146.415","*","CT","Killingworth","P25/FM ","KB1MMR","NAC141/141.3","",,"Middlesex","","","*Input: 147.415 (+1 MHz), [KB1MMR Net],RB:2m/440","2015/02/10",
"146.415","S","VT","Proctorsville","","W1TAL","123.0","",,"Windsor","","595939","Vermont Allstar Net,AllStar Node 43124","2017/01/29",
"146.420","*","MA","Acton","DMR    ","NO1A","CC1","",,"Middlesex","","","DMR-MARC Net","2020/04/19",
"146.430","*","MA","Hingham","DMR    ","K1GAS","CC1","",,"Plymouth","","","DMR-MARC New England Net","2018/07/15",
"146.440","*","RI","Cumberland","NXDN    ","KB1ISZ","RAN1","",,"Providence","","","NXDN Net","2015/06/08",
"146.445","*","CT","Bridgeport","","WA1RJI","77.0/156.7","77.0*",,"Fairfield","","","*Input: 147.445 (+1 MHz)","2017/02/24",
"146.450","*","MA","Beverly","DMR    ","NN1PA","CC1","",,"Essex","","","Brandmeister DMR Net","2020/04/19",
"146.450","*","MA","Boston","NXDN    ","N1PA","RAN1","",,"Suffolk","","","","2019/05/07",
"146.460","S","MA","South Hadley","","KX1X","123.0","",,"Hampshire","7270","","","2014/03/03",
"146.460","*","NH","Windham","D-STAR    ","KC1EGN","C","","OFF","Rockingham","","","","2020/03/06",
"146.460","*","RI","West Greenwich","","NB1RI","67.0","","Local","Kent","","","","2020/01/10",
"146.470","*","MA","Dennis","DMR    ","W1MLL","CC11","",,"Barnstable","","","DMR-MARC New England Net","2017/12/10",
"146.470","*","MA","Reading","DMR    ","KE1V","CC10","","Local","Middlesex","","","DMR-MARC New England Net","2015/10/10",
"146.470","*","MA","Sudbury","DMR    ","K1IR","CC0","","Local","Middlesex","","","DMR-MARC New England Net","2019/06/05",
"146.475","*","CT","Norwalk","","W1NLK","100.0","100.0",,"Fairfield","","","*Input: 147.475 (+1 MHz)","2012/09/12",
"146.475","S","VT","Brandon","","AA1PR","173.8","",,"Rutland","","394708","Vermont Allstar Net,AllStar Node 42282","2017/01/29",
"146.480","*","MA","Worcester","P25/FM ","WE1CT","NAC250/107.2","",,"Worcester","","","","2018/06/20",
"146.480","S","RI","Providence","","KA1JRL","","",,"Providence","","7510","","2012/01/28",
"146.490","*","MA","Newton","DMR    ","N1PA","CC1","","OFF","Middlesex","","","Brandmeister DMR Net","2020/04/19",
"146.490","S","VT","Rutland","","W1OOR","123.0","",,"Rutland","","","Vermont Allstar Net,AllStar Node 42667","2017/12/13",
"146.500","*","NH","Pelham","DMR    ","W1STT","CC5","",,"Hillsborough","","","Brandmeister DMR Net","2020/04/19",
"146.500","S","RI","Pawtucket","","N1YZM","","",,"Providence","","7552","","2014/04/04",
"146.550","S","MA","Winchendon","","WC1P","123.0","",,"Worcester","8773","","","2014/09/21",
"146.5925","*","CT","Bristol","NXDN    ","K1IFF","RAN1","",,"Hartford","","","*Input: 147.5925 (+1 MHz), NXDN Net","2016/01/27",
"146.595","S","MA","Peabody","","N1PQH","","",,"Essex",,"350136","","",
"146.610","-","CT","West Haven","","W1GB ","110.9","",,"New Haven","","","","2014/10/19",
"146.610","-","MA","Mendon","","K1KWP","146.2","",,"Worcester","4133","4133/W1MRA-R","MMRA Net,[MMRA2 Net]","2016/01/12",
"146.610","-","ME","Franklin","","WB5NKJ","107.2","",,"Hancock","","","","2013/11/18",
"146.610","-","ME","Lewiston","YSF/FM ","W1NPP"," 88.5","",,"Androscoggin","","","","2019/06/01",
"146.610","-","NH","Bow","","K1DED","100.0","",,"Merrimack","","","","2019/01/23",
"146.610","-","VT","Burlington","","W1KOO","100.0","",,"Chittenden","","","","2013/12/18",
"146.625","-","CT","Fairfield","","WB1CQO","100.0","",,"Fairfield",,"","","",
"146.625","-","MA","Orange","","NA1P","110.9","",,"Franklin","","","","2011/10/12",
"146.625","-","MA","West Newbury","","K1KKM","131.8","131.8*",,"Essex","","","","2019/05/20",
"146.625","-","RI","Cumberland","DMR/FM ","W1DMR","CC1/146.2","",,"Providence","","","Brandmeister DMR Net","2016/07/21",
"146.625","-","VT","Williamstown","","W1BD","100.0","",,"Orange","","","W1BD Net","2018/07/07",
"146.640","-","CT","Hartford","","W1HDN","141.3","",,"Hartford","","","","2007/11/04",
"146.640","-","MA","Waltham","P25/FM ","W1MHL","NAC293/136.5","",,"Middlesex","","490278","","2018/05/02",
"146.640","-","ME","Fort Kent","","W1TCF","100.0","",,"Aroostook",,"","","",
"146.640","-","ME","Woodstock","","N1ROA","103.5","","Limited RX","Oxford","","","PRG Net","2016/07/18",
"146.640","-","NH","Hanover","","W1UWS","110.9","",,"Grafton","","","","2017/01/29",
"146.655","-","CT","Stamford","","W1EE","100.0","",,"Fairfield","","158564/WB1GRB-R","","2013/01/28",
"146.655","-","MA","Clinton","","N1ZUZ","74.4","74.4",,"Worcester","","","","2012/10/07",
"146.655","-","MA","Falmouth","YSF/FM ","K1RK","88.5","",,"Barnstable","","","","2017/05/08",
"146.655","-","NH","Mt. Washington","","W1NH","100.0","",,"Coos","","","","2019/05/06",
"146.670","-","CT","Groton","","W1NLC","156.7","156.7*",,"New London","","","","2015/06/04",
"146.670","-","CT","Mystic","D-STAR    ","KB1TMO","C","","OFF","New London","","","","2019/08/10",
"146.670","-","MA","Feeding Hills","","W1TOM","127.3","",,"Hampden","","","","2015/10/11",
"146.670","-","MA","Quincy","","W1BRI","146.2","",,"Norfolk","","","[MMRA Net],[MMRA2 Net]","2016/03/13",
"146.670","-","ME","Augusta","","KQ1L","100.0","",,"Kennebec","","","KQ1L Net","2007/11/04",
"146.670","-","ME","Topsfield","","K1HHC","100.0","",,"Washington","","","KQ1L Net","2007/11/04",
"146.670","-","NH","Sanbornton","YSF/FM ","W1JY","123.0","",,"Belknap","","","","2015/10/29",
"146.685","-","CT","Bristol","","W1DHT","141.3","",,"Hartford","","","","2007/12/30",
"146.685","-","MA","Plymouth","","N1ZIZ","131.8","",,"Plymouth","","","","2018/02/19",
"146.685","-","NH","Bedford","YSF/FM ","N1QC","100.0","",,"Hillsborough","","","","2015/01/01",
"146.685","-","NH","Berlin","","W1COS","100.0","",,"Coos","","","","2015/08/14",
"146.700","-","CT","West Hartford","","N1XLU","162.2","",,"Hartford","","","","2013/06/11",
"146.700","-","ME","Litchfield","DMR    ","N1ITR","CC12","",,"Kennebec","","","DMR-MARC New England Net","2017/03/29",
"146.700","-","ME","Van Buren","YSF/FM ","K7OP","127.3","",,"Aroostook","","","","2016/03/28",
"146.700","-","NH","Northwood","","K1JEK","88.5","",,"Rockingham","","232623","","2007/10/27",
"146.700","-","NH","Auburn",,"K1JEK","136.5",,,,,,"Remote RX for K1JEK Northwood, NH"
"146.700","-","NH","Kensington",,"K1JEK","141.3",,,,,,"Remote RX for K1JEK Northwood, NH"
"146.700","-","RI","North Providence","","K1CR","","123.0",,"Providence","","","","2015/10/25",
"146.715","-","MA","Holyoke","","K1ZJH","100.0","",,"Hampden",,"","","",
"146.715","-","MA","North Reading","","KC1US","146.2","",,"Middlesex","","","[MMRA Net],[MMRA2 Net]","2019/06/26",
"146.715","-","ME","Eagle Lake","","N1CHF","100.0","",,"Aroostook","","","","2019/11/17",
